,Acciona AW77 1500,Alstom Eco 74,Alstom Eco 80,Alstom Eco 110,Bonus B23 150,Bonus B33 300,Bonus B37 450,Bonus B41 500,Bonus B44 600,Bonus B54 1000,Bonus B62 1300,Bonus B82 2300,Dewind D4 41 500,Dewind D6 1000,Enercon E40 500,Enercon E40 600,Enercon E44 900,Enercon E48 800,Enercon E53 800,Enercon E66 1500,Enercon E66 1800,Enercon E66 2000,Enercon E70 2000,Enercon E70 2300,Enercon E82 1800,Enercon E82 2000,Enercon E82 2300,Enercon E82 3000,Enercon E92 2300,Enercon E92 2350,Enercon E101 3000,Enercon E112 4500,Enercon E126 6500,Enercon E126 7000,Enercon E126 7500,EWT DirectWind 52 900,Gamesa G47 660,Gamesa G52 850,Gamesa G58 850,Gamesa G80 2000,Gamesa G87 2000,Gamesa G90 2000,Gamesa G128 4500,GE 900S,GE 1.5s,GE 1.5se,GE 1.5sl,GE 1.5sle,GE 1.5xle,GE 1.6,GE 1.7,GE 2.5xl,GE 2.75 103,Goldwind GW82 1500,NEG Micon M1500 500,NEG Micon M1500 750,NEG Micon NM48 750,NEG Micon NM52 900,NEG Micon NM60 1000,NEG Micon NM64c 1500,NEG Micon NM80 2750,Nordex N27 150,Nordex N29 250,Nordex N43 600,Nordex N50 800,Nordex N60 1300,Nordex N80 2500,Nordex N90 2300,Nordex N90 2500,Nordex N100 2500,Nordex N131 3000,Nordex N131 3300,Nordtank NTK500,Nordtank NTK600,PowerWind 56 900,REpower MD70 1500,REPower MD77 1500,REpower MM70 2000,REpower MM82 2000,REpower MM92 2000,REpower 3.4M,REpower 5M,REpower 6M,Siemens SWT 1.3 62,Siemens SWT 2.3 82,Siemens SWT 2.3 93,Siemens SWT 2.3 101,Siemens SWT 3.0 101,Siemens SWT 3.6 107,Siemens SWT 3.6 120,Siemens SWT 4.0 130,Suzlon S88 2100,Suzlon S97 2100,Tacke TW600 43,Vestas V27 225,Vestas V29 225,Vestas V39 500,Vestas V42 600,Vestas V44 600,Vestas V47 660,Vestas V52 850,Vestas V66 1650,Vestas V66 1750,Vestas V66 2000,Vestas V80 1800,Vestas V80 2000,Vestas V90 1800,Vestas V90 2000,Vestas V90 3000,Vestas V100 1800,Vestas V100 2000,Vestas V110 2000,Vestas V112 3000,Vestas V112 3300,Vestas V164 7000,Wind World W3700,Wind World W4200,Windmaster WM28 300,Windmaster WM43 750,Windflow 500,XANT M21 100
30.42,0.03577,0.03577,0.029132,0.03577,0.02731,0.030134,0.029735,0.022238,0.028189,0.03577,0.03577,0.03577,0.03577,0.00318,0.03577,0.03577,0.03577,0.03577,0.03577,0.034807,0.03577,0.03577,0.03577,0.03577,0.03577,0.03577,0.03577,0.03577,0.03577,0.03577,0.03577,0.03577,0.03577,0.03577,0.03577,0.03577,0.03577,0.200716,0.006478,0.03577,0.03577,0.02657,0.272008,0.03577,0.03577,0.03577,0.00023,0.03577,0.00023,0.03577,0.006756,0.03577,0.03577,0.002511,0.031315,0.033701,0.03322,0.033712,0.000215,0.030301,0.03577,0.025991,0.032919,0.033255,0.031535,0.033955,0.03577,0.03577,0.03577,0.03577,0.00023,0.00023,0.031997,0.035315,0.03577,0.035516,0.00023,0.03577,0.03577,0.03577,0.03577,0.446303,0.446303,0.03577,0.03577,0.03577,0.03577,0.03577,0.03577,0.03577,0.03577,0.03577,0.00023,0.034047,0.03577,0.03577,0.03577,0.03577,0.00023,0.03577,0.03577,0.03577,0.03577,0.03577,0.035738,0.03577,0.03577,0.03577,0.03577,0.00023,0.002511,0.00023,0.03577,0.03577,0.03577,0.031092,0.032608,0.03577,0.03577,0.446303,0.000146
30.43,0.035508,0.035508,0.028917,0.035508,0.02711,0.029914,0.029517,0.022073,0.027982,0.035508,0.035508,0.035508,0.035508,0.00315,0.035508,0.035508,0.035508,0.035508,0.035508,0.034552,0.035508,0.035508,0.035508,0.035508,0.035508,0.035508,0.035508,0.035508,0.035508,0.035508,0.035508,0.035508,0.035508,0.035508,0.035508,0.035508,0.035508,0.199791,0.006417,0.035508,0.035508,0.026371,0.271146,0.035508,0.035508,0.035508,0.000227,0.035508,0.000227,0.035508,0.006693,0.035508,0.035508,0.002485,0.031085,0.033454,0.032977,0.033465,0.000212,0.030079,0.035508,0.0258,0.032677,0.033011,0.031305,0.033707,0.035508,0.035508,0.035508,0.035508,0.000227,0.000227,0.031763,0.035057,0.035508,0.035256,0.000227,0.035508,0.035508,0.035508,0.035508,0.444985,0.444985,0.035508,0.035508,0.035508,0.035508,0.035508,0.035508,0.035508,0.035508,0.035508,0.000227,0.033798,0.035508,0.035508,0.035508,0.035508,0.000227,0.035508,0.035508,0.035508,0.035508,0.035508,0.035477,0.035508,0.035508,0.035508,0.035508,0.000227,0.002485,0.000227,0.035508,0.035508,0.035508,0.030865,0.03237,0.035508,0.035508,0.444985,0.000144
30.44,0.035248,0.035248,0.028704,0.035248,0.026911,0.029695,0.029301,0.021909,0.027775,0.035248,0.035248,0.035248,0.035248,0.00312,0.035248,0.035248,0.035248,0.035248,0.035248,0.034299,0.035248,0.035248,0.035248,0.035248,0.035248,0.035248,0.035248,0.035248,0.035248,0.035248,0.035248,0.035248,0.035248,0.035248,0.035248,0.035248,0.035248,0.198868,0.006357,0.035248,0.035248,0.026174,0.270284,0.035248,0.035248,0.035248,0.000224,0.035248,0.000224,0.035248,0.006631,0.035248,0.035248,0.002459,0.030857,0.033209,0.032735,0.03322,0.000209,0.029858,0.035248,0.02561,0.032437,0.032769,0.031075,0.03346,0.035248,0.035248,0.035248,0.035248,0.000224,0.000224,0.031531,0.0348,0.035248,0.034998,0.000224,0.035248,0.035248,0.035248,0.035248,0.443668,0.443668,0.035248,0.035248,0.035248,0.035248,0.035248,0.035248,0.035248,0.035248,0.035248,0.000224,0.03355,0.035248,0.035248,0.035248,0.035248,0.000224,0.035248,0.035248,0.035248,0.035248,0.035248,0.035217,0.035248,0.035248,0.035248,0.035248,0.000224,0.002459,0.000224,0.035248,0.035248,0.035248,0.030639,0.032132,0.035248,0.035248,0.443668,0.000142
30.45,0.034733,0.034733,0.028282,0.034733,0.026518,0.029262,0.028872,0.021585,0.027367,0.034733,0.034733,0.034733,0.034733,0.003061,0.034733,0.034733,0.034733,0.034733,0.034733,0.033798,0.034733,0.034733,0.034733,0.034733,0.034733,0.034733,0.034733,0.034733,0.034733,0.034733,0.034733,0.034733,0.034733,0.034733,0.034733,0.034733,0.034733,0.197031,0.006239,0.034733,0.034733,0.025783,0.268563,0.034733,0.034733,0.034733,0.000218,0.034733,0.000218,0.034733,0.006508,0.034733,0.034733,0.002408,0.030406,0.032724,0.032257,0.032734,0.000204,0.029422,0.034733,0.025233,0.031962,0.03229,0.030621,0.032971,0.034733,0.034733,0.034733,0.034733,0.000218,0.000218,0.031072,0.034293,0.034733,0.034487,0.000218,0.034733,0.034733,0.034733,0.034733,0.441037,0.441037,0.034733,0.034733,0.034733,0.034733,0.034733,0.034733,0.034733,0.034733,0.034733,0.000218,0.03306,0.034733,0.034733,0.034733,0.034733,0.000218,0.034733,0.034733,0.034733,0.034733,0.034733,0.034703,0.034733,0.034733,0.034733,0.034733,0.000218,0.002408,0.000218,0.034733,0.034733,0.034733,0.030192,0.031663,0.034733,0.034733,0.441037,0.000138
30.46,0.034733,0.034733,0.028282,0.034733,0.026518,0.029261,0.028871,0.021585,0.027367,0.034733,0.034733,0.034733,0.034733,0.00306,0.034733,0.034733,0.034733,0.034733,0.034733,0.033797,0.034733,0.034733,0.034733,0.034733,0.034733,0.034733,0.034733,0.034733,0.034733,0.034733,0.034733,0.034733,0.034733,0.034733,0.034733,0.034733,0.034733,0.197031,0.006239,0.034733,0.034733,0.025783,0.268563,0.034733,0.034733,0.034733,0.000218,0.034733,0.000218,0.034733,0.006507,0.034733,0.034733,0.002408,0.030405,0.032723,0.032257,0.032734,0.000204,0.029421,0.034733,0.025233,0.031961,0.032289,0.030621,0.03297,0.034733,0.034733,0.034733,0.034733,0.000218,0.000218,0.031071,0.034292,0.034733,0.034486,0.000218,0.034733,0.034733,0.034733,0.034733,0.441036,0.441036,0.034733,0.034733,0.034733,0.034733,0.034733,0.034733,0.034733,0.034733,0.034733,0.000218,0.033059,0.034733,0.034733,0.034733,0.034733,0.000218,0.034733,0.034733,0.034733,0.034733,0.034733,0.034702,0.034733,0.034733,0.034733,0.034733,0.000218,0.002408,0.000218,0.034733,0.034733,0.034733,0.030192,0.031662,0.034733,0.034733,0.441036,0.000138
30.47,0.034477,0.034477,0.028073,0.034477,0.026323,0.029046,0.028659,0.021424,0.027164,0.034477,0.034477,0.034477,0.034477,0.003031,0.034477,0.034477,0.034477,0.034477,0.034477,0.033549,0.034477,0.034477,0.034477,0.034477,0.034477,0.034477,0.034477,0.034477,0.034477,0.034477,0.034477,0.034477,0.034477,0.034477,0.034477,0.034477,0.034477,0.196116,0.00618,0.034477,0.034477,0.025589,0.267703,0.034477,0.034477,0.034477,0.000215,0.034477,0.000215,0.034477,0.006447,0.034477,0.034477,0.002382,0.030181,0.032483,0.03202,0.032493,0.000201,0.029205,0.034477,0.025046,0.031726,0.032051,0.030395,0.032728,0.034477,0.034477,0.034477,0.034477,0.000215,0.000215,0.030844,0.034041,0.034477,0.034233,0.000215,0.034477,0.034477,0.034477,0.034477,0.439721,0.439721,0.034477,0.034477,0.034477,0.034477,0.034477,0.034477,0.034477,0.034477,0.034477,0.000215,0.032816,0.034477,0.034477,0.034477,0.034477,0.000215,0.034477,0.034477,0.034477,0.034477,0.034477,0.034447,0.034477,0.034477,0.034477,0.034477,0.000215,0.002382,0.000215,0.034477,0.034477,0.034477,0.02997,0.03143,0.034477,0.034477,0.439721,0.000136
30.48,0.033972,0.033972,0.027659,0.033972,0.025936,0.02862,0.028237,0.021105,0.026763,0.033972,0.033972,0.033972,0.033972,0.002974,0.033972,0.033972,0.033972,0.033972,0.033972,0.033057,0.033972,0.033972,0.033972,0.033972,0.033972,0.033972,0.033972,0.033972,0.033972,0.033972,0.033972,0.033972,0.033972,0.033972,0.033972,0.033972,0.033972,0.194295,0.006065,0.033972,0.033972,0.025205,0.265988,0.033972,0.033972,0.033972,0.000209,0.033972,0.000209,0.033972,0.006327,0.033972,0.033972,0.002333,0.029738,0.032006,0.03155,0.032015,0.000195,0.028776,0.033971,0.024677,0.031259,0.03158,0.029949,0.032247,0.033972,0.033972,0.033972,0.033972,0.000209,0.000209,0.030393,0.033542,0.033972,0.033731,0.000209,0.033972,0.033972,0.033972,0.033972,0.437094,0.437094,0.033972,0.033972,0.033972,0.033972,0.033972,0.033972,0.033972,0.033972,0.033972,0.000209,0.032335,0.033972,0.033972,0.033972,0.033972,0.000209,0.033972,0.033972,0.033972,0.033972,0.033972,0.033942,0.033972,0.033972,0.033972,0.033972,0.000209,0.002333,0.000209,0.033972,0.033972,0.033972,0.029532,0.030969,0.033972,0.033972,0.437094,0.000132
30.49,0.033971,0.033971,0.027658,0.033971,0.025936,0.02862,0.028237,0.021105,0.026763,0.033971,0.033971,0.033971,0.033971,0.002973,0.033971,0.033971,0.033971,0.033971,0.033971,0.033056,0.033971,0.033971,0.033971,0.033971,0.033971,0.033971,0.033971,0.033971,0.033971,0.033971,0.033971,0.033971,0.033971,0.033971,0.033971,0.033971,0.033971,0.194294,0.006064,0.033971,0.033971,0.025205,0.265988,0.033971,0.033971,0.033971,0.000209,0.033971,0.000209,0.033971,0.006326,0.033971,0.033971,0.002333,0.029737,0.032006,0.03155,0.032015,0.000195,0.028776,0.033971,0.024676,0.031258,0.03158,0.029949,0.032247,0.033971,0.033971,0.033971,0.033971,0.000209,0.000209,0.030392,0.033542,0.033971,0.03373,0.000209,0.033971,0.033971,0.033971,0.033971,0.437093,0.437093,0.033971,0.033971,0.033971,0.033971,0.033971,0.033971,0.033971,0.033971,0.033971,0.000209,0.032334,0.033971,0.033971,0.033971,0.033971,0.000209,0.033971,0.033971,0.033971,0.033971,0.033971,0.033941,0.033971,0.033971,0.033971,0.033971,0.000209,0.002333,0.000209,0.033971,0.033971,0.033971,0.029531,0.030968,0.033971,0.033971,0.437093,0.000132
30.5,0.03372,0.03372,0.027453,0.03372,0.025745,0.028409,0.028028,0.020947,0.026564,0.03372,0.03372,0.03372,0.03372,0.002945,0.03372,0.03372,0.03372,0.03372,0.03372,0.032812,0.03372,0.03372,0.03372,0.03372,0.03372,0.03372,0.03372,0.03372,0.03372,0.03372,0.03372,0.03372,0.03372,0.03372,0.03372,0.03372,0.03372,0.193387,0.006007,0.03372,0.03372,0.025014,0.265131,0.03372,0.03372,0.03372,0.000206,0.03372,0.000206,0.03372,0.006267,0.03372,0.03372,0.002308,0.029518,0.031769,0.031317,0.031778,0.000192,0.028563,0.03372,0.024493,0.031027,0.031346,0.029728,0.032009,0.03372,0.03372,0.03372,0.03372,0.000206,0.000206,0.030168,0.033295,0.03372,0.033481,0.000206,0.03372,0.03372,0.03372,0.03372,0.43578,0.43578,0.03372,0.03372,0.03372,0.03372,0.03372,0.03372,0.03372,0.03372,0.03372,0.000206,0.032095,0.03372,0.03372,0.03372,0.03372,0.000206,0.03372,0.03372,0.03372,0.03372,0.03372,0.033691,0.03372,0.03372,0.03372,0.03372,0.000206,0.002308,0.000206,0.03372,0.03372,0.03372,0.029314,0.030739,0.03372,0.03372,0.43578,0.00013
30.51,0.033471,0.033471,0.027248,0.033471,0.025554,0.028199,0.02782,0.02079,0.026366,0.033471,0.033471,0.033471,0.033471,0.002917,0.033471,0.033471,0.033471,0.033471,0.033471,0.03257,0.033471,0.033471,0.033471,0.033471,0.033471,0.033471,0.033471,0.033471,0.033471,0.033471,0.033471,0.033471,0.033471,0.033471,0.033471,0.033471,0.033471,0.192483,0.005951,0.033471,0.033471,0.024825,0.264275,0.033471,0.033471,0.033471,0.000203,0.033471,0.000203,0.033471,0.006208,0.033471,0.033471,0.002284,0.029299,0.031535,0.031085,0.031543,0.000189,0.028352,0.033471,0.024311,0.030797,0.031114,0.029508,0.031772,0.033471,0.033471,0.033471,0.033471,0.000203,0.000203,0.029946,0.033049,0.033471,0.033234,0.000203,0.033471,0.033471,0.033471,0.033471,0.434468,0.434468,0.033471,0.033471,0.033471,0.033471,0.033471,0.033471,0.033471,0.033471,0.033471,0.000203,0.031858,0.033471,0.033471,0.033471,0.033471,0.000203,0.033471,0.033471,0.033471,0.033471,0.033471,0.033442,0.033471,0.033471,0.033471,0.033471,0.000203,0.002284,0.000203,0.033471,0.033471,0.033471,0.029097,0.030512,0.033471,0.033471,0.434468,0.000128
30.52,0.032978,0.032978,0.026844,0.032978,0.025177,0.027783,0.027409,0.020479,0.025975,0.032978,0.032978,0.032978,0.032978,0.002861,0.032978,0.032978,0.032978,0.032978,0.032978,0.03209,0.032978,0.032978,0.032978,0.032978,0.032978,0.032978,0.032978,0.032978,0.032978,0.032978,0.032978,0.032978,0.032978,0.032978,0.032978,0.032978,0.032978,0.190682,0.005839,0.032978,0.032978,0.024451,0.262567,0.032978,0.032978,0.032978,0.000197,0.032978,0.000197,0.032978,0.006092,0.032978,0.032978,0.002237,0.028866,0.03107,0.030627,0.031077,0.000184,0.027933,0.032978,0.02395,0.030341,0.030655,0.029073,0.031303,0.032978,0.032978,0.032978,0.032978,0.000197,0.000197,0.029506,0.032563,0.032978,0.032744,0.000197,0.032978,0.032978,0.032978,0.032978,0.431846,0.431846,0.032978,0.032978,0.032978,0.032978,0.032978,0.032978,0.032978,0.032978,0.032978,0.000197,0.031388,0.032978,0.032978,0.032978,0.032978,0.000197,0.032978,0.032978,0.032978,0.032978,0.032978,0.032949,0.032978,0.032978,0.032978,0.032978,0.000197,0.002237,0.000197,0.032978,0.032978,0.032978,0.028669,0.030062,0.032978,0.032978,0.431846,0.000124
30.53,0.032977,0.032977,0.026844,0.032977,0.025177,0.027783,0.027409,0.020479,0.025975,0.032977,0.032977,0.032977,0.032977,0.002861,0.032977,0.032977,0.032977,0.032977,0.032977,0.032089,0.032977,0.032977,0.032977,0.032977,0.032977,0.032977,0.032977,0.032977,0.032977,0.032977,0.032977,0.032977,0.032977,0.032977,0.032977,0.032977,0.032977,0.190682,0.005839,0.032977,0.032977,0.024451,0.262567,0.032977,0.032977,0.032977,0.000197,0.032977,0.000197,0.032977,0.006091,0.032977,0.032977,0.002236,0.028866,0.031069,0.030627,0.031077,0.000184,0.027933,0.032977,0.02395,0.030341,0.030654,0.029072,0.031303,0.032977,0.032977,0.032977,0.032977,0.000197,0.000197,0.029505,0.032562,0.032977,0.032743,0.000197,0.032977,0.032977,0.032977,0.032977,0.431845,0.431845,0.032977,0.032977,0.032977,0.032977,0.032977,0.032977,0.032977,0.032977,0.032977,0.000197,0.031388,0.032977,0.032977,0.032977,0.032977,0.000197,0.032977,0.032977,0.032977,0.032977,0.032977,0.032948,0.032977,0.032977,0.032977,0.032977,0.000197,0.002236,0.000197,0.032977,0.032977,0.032977,0.028669,0.030062,0.032977,0.032977,0.431845,0.000124
30.54,0.032733,0.032733,0.026643,0.032733,0.02499,0.027577,0.027205,0.020325,0.025781,0.032733,0.032733,0.032733,0.032733,0.002833,0.032733,0.032733,0.032733,0.032733,0.032733,0.031851,0.032733,0.032733,0.032733,0.032733,0.032733,0.032733,0.032733,0.032733,0.032733,0.032733,0.032733,0.032733,0.032733,0.032733,0.032733,0.032733,0.032733,0.189785,0.005784,0.032733,0.032733,0.024265,0.261714,0.032733,0.032733,0.032733,0.000194,0.032733,0.000194,0.032733,0.006034,0.032733,0.032733,0.002213,0.028651,0.030839,0.030399,0.030846,0.000181,0.027725,0.032732,0.023771,0.030115,0.030427,0.028856,0.03107,0.032733,0.032733,0.032733,0.032733,0.000194,0.000194,0.029287,0.032321,0.032733,0.0325,0.000194,0.032733,0.032733,0.032733,0.032733,0.430535,0.430535,0.032733,0.032733,0.032733,0.032733,0.032733,0.032733,0.032733,0.032733,0.032733,0.000194,0.031155,0.032733,0.032733,0.032733,0.032733,0.000194,0.032733,0.032733,0.032733,0.032733,0.032733,0.032704,0.032733,0.032733,0.032733,0.032733,0.000194,0.002213,0.000194,0.032733,0.032733,0.032733,0.028456,0.029839,0.032733,0.032733,0.430535,0.000122
30.55,0.032248,0.032248,0.026247,0.032248,0.02462,0.027169,0.026802,0.02002,0.025397,0.032248,0.032248,0.032248,0.032248,0.002779,0.032248,0.032248,0.032248,0.032248,0.032248,0.03138,0.032248,0.032248,0.032248,0.032248,0.032248,0.032248,0.032248,0.032248,0.032248,0.032248,0.032248,0.032248,0.032248,0.032248,0.032248,0.032248,0.032248,0.188,0.005675,0.032248,0.032248,0.023898,0.260011,0.032248,0.032248,0.032248,0.000189,0.032248,0.000189,0.032248,0.005921,0.032248,0.032248,0.002167,0.028226,0.030382,0.029949,0.030389,0.000176,0.027315,0.032248,0.023417,0.029668,0.029975,0.028429,0.03061,0.032248,0.032248,0.032248,0.032248,0.000189,0.000189,0.028855,0.031843,0.032248,0.032019,0.000189,0.032248,0.032248,0.032248,0.032248,0.427918,0.427918,0.032248,0.032248,0.032248,0.032248,0.032248,0.032248,0.032248,0.032248,0.032248,0.000189,0.030694,0.032248,0.032248,0.032248,0.032248,0.000189,0.032248,0.032248,0.032248,0.032248,0.032248,0.03222,0.032248,0.032248,0.032248,0.032248,0.000189,0.002167,0.000189,0.032248,0.032248,0.032248,0.028036,0.029397,0.032248,0.032248,0.427918,0.000119
30.56,0.032248,0.032248,0.026246,0.032248,0.02462,0.027169,0.026801,0.020019,0.025396,0.032248,0.032248,0.032248,0.032248,0.002779,0.032248,0.032248,0.032248,0.032248,0.032248,0.031379,0.032248,0.032248,0.032248,0.032248,0.032248,0.032248,0.032248,0.032248,0.032248,0.032248,0.032248,0.032248,0.032248,0.032248,0.032248,0.032248,0.032248,0.187999,0.005674,0.032248,0.032248,0.023898,0.260011,0.032248,0.032248,0.032248,0.000188,0.032248,0.000188,0.032248,0.005921,0.032248,0.032248,0.002166,0.028226,0.030382,0.029949,0.030389,0.000176,0.027314,0.032247,0.023417,0.029668,0.029975,0.028429,0.03061,0.032248,0.032248,0.032248,0.032248,0.000188,0.000188,0.028854,0.031843,0.032248,0.032019,0.000188,0.032248,0.032248,0.032248,0.032248,0.427918,0.427918,0.032248,0.032248,0.032248,0.032248,0.032248,0.032248,0.032248,0.032248,0.032248,0.000188,0.030693,0.032248,0.032248,0.032248,0.032248,0.000188,0.032248,0.032248,0.032248,0.032248,0.032248,0.032219,0.032248,0.032248,0.032248,0.032248,0.000188,0.002166,0.000188,0.032248,0.032248,0.032248,0.028036,0.029397,0.032248,0.032248,0.427918,0.000119
30.57,0.032007,0.032007,0.02605,0.032007,0.024436,0.026966,0.026601,0.019868,0.025206,0.032007,0.032007,0.032007,0.032007,0.002752,0.032007,0.032007,0.032007,0.032007,0.032007,0.031145,0.032007,0.032007,0.032007,0.032007,0.032007,0.032007,0.032007,0.032007,0.032007,0.032007,0.032007,0.032007,0.032007,0.032007,0.032007,0.032007,0.032007,0.18711,0.005621,0.032007,0.032007,0.023716,0.259161,0.032007,0.032007,0.032007,0.000186,0.032007,0.000186,0.032007,0.005864,0.032007,0.032007,0.002143,0.028015,0.030155,0.029726,0.030162,0.000173,0.027111,0.032007,0.023241,0.029446,0.029751,0.028217,0.030381,0.032007,0.032007,0.032007,0.032007,0.000186,0.000186,0.02864,0.031606,0.032007,0.03178,0.000186,0.032007,0.032007,0.032007,0.032007,0.42661,0.42661,0.032007,0.032007,0.032007,0.032007,0.032007,0.032007,0.032007,0.032007,0.032007,0.000186,0.030464,0.032007,0.032007,0.032007,0.032007,0.000186,0.032007,0.032007,0.032007,0.032007,0.032007,0.031979,0.032007,0.032007,0.032007,0.032007,0.000186,0.002143,0.000186,0.032007,0.032007,0.032007,0.027827,0.029178,0.032007,0.032007,0.42661,0.000117
30.58,0.031769,0.031769,0.025854,0.031769,0.024254,0.026765,0.026402,0.019718,0.025016,0.031769,0.031769,0.031769,0.031769,0.002725,0.031769,0.031769,0.031769,0.031769,0.031769,0.030913,0.031769,0.031769,0.031769,0.031769,0.031769,0.031769,0.031769,0.031769,0.031769,0.031769,0.031769,0.031769,0.031769,0.031769,0.031769,0.031769,0.031769,0.186224,0.005567,0.031769,0.031769,0.023535,0.258311,0.031769,0.031769,0.031769,0.000183,0.031769,0.000183,0.031769,0.005809,0.031769,0.031769,0.002121,0.027806,0.02993,0.029504,0.029937,0.000171,0.026908,0.031769,0.023067,0.029225,0.029529,0.028006,0.030155,0.031769,0.031769,0.031769,0.031769,0.000183,0.000183,0.028427,0.031371,0.031769,0.031543,0.000183,0.031769,0.031769,0.031769,0.031769,0.425303,0.425303,0.031769,0.031769,0.031769,0.031769,0.031769,0.031769,0.031769,0.031769,0.031769,0.000183,0.030237,0.031769,0.031769,0.031769,0.031769,0.000183,0.031769,0.031769,0.031769,0.031769,0.031769,0.031741,0.031769,0.031769,0.031769,0.031769,0.000183,0.002121,0.000183,0.031769,0.031769,0.031769,0.02762,0.02896,0.031769,0.031769,0.425303,0.000115
30.59,0.031296,0.031296,0.025467,0.031296,0.023893,0.026367,0.026009,0.019421,0.024642,0.031296,0.031296,0.031296,0.031296,0.002673,0.031296,0.031296,0.031296,0.031296,0.031296,0.030453,0.031296,0.031296,0.031296,0.031296,0.031296,0.031296,0.031296,0.031296,0.031296,0.031296,0.031296,0.031296,0.031296,0.031296,0.031296,0.031296,0.031296,0.184459,0.005462,0.031296,0.031296,0.023177,0.256616,0.031296,0.031296,0.031296,0.000178,0.031296,0.000178,0.031296,0.0057,0.031296,0.031296,0.002076,0.027392,0.029485,0.029065,0.029491,0.000166,0.026508,0.031296,0.022721,0.028789,0.029089,0.027589,0.029706,0.031296,0.031296,0.031296,0.031296,0.000178,0.000178,0.028005,0.030905,0.031296,0.031074,0.000178,0.031296,0.031296,0.031296,0.031296,0.422692,0.422692,0.031296,0.031296,0.031296,0.031296,0.031296,0.031296,0.031296,0.031296,0.031296,0.000178,0.029787,0.031296,0.031296,0.031296,0.031296,0.000178,0.031296,0.031296,0.031296,0.031296,0.031296,0.031268,0.031296,0.031296,0.031296,0.031296,0.000178,0.002076,0.000178,0.031296,0.031296,0.031296,0.02721,0.028529,0.031296,0.031296,0.422692,0.000112
30.6,0.031296,0.031296,0.025467,0.031296,0.023893,0.026367,0.026008,0.01942,0.024642,0.031296,0.031296,0.031296,0.031296,0.002673,0.031296,0.031296,0.031296,0.031296,0.031296,0.030453,0.031296,0.031296,0.031296,0.031296,0.031296,0.031296,0.031296,0.031296,0.031296,0.031296,0.031296,0.031296,0.031296,0.031296,0.031296,0.031296,0.031296,0.184459,0.005462,0.031296,0.031296,0.023177,0.256616,0.031296,0.031296,0.031296,0.000178,0.031296,0.000178,0.031296,0.005699,0.031296,0.031296,0.002076,0.027391,0.029484,0.029065,0.02949,0.000166,0.026507,0.031295,0.022721,0.028789,0.029089,0.027589,0.029705,0.031296,0.031296,0.031296,0.031296,0.000178,0.000178,0.028005,0.030904,0.031296,0.031074,0.000178,0.031296,0.031296,0.031296,0.031296,0.422692,0.422692,0.031296,0.031296,0.031296,0.031296,0.031296,0.031296,0.031296,0.031296,0.031296,0.000178,0.029787,0.031296,0.031296,0.031296,0.031296,0.000178,0.031296,0.031296,0.031296,0.031296,0.031296,0.031268,0.031296,0.031296,0.031296,0.031296,0.000178,0.002076,0.000178,0.031296,0.031296,0.031296,0.027209,0.028528,0.031296,0.031296,0.422692,0.000112
30.61,0.031061,0.031061,0.025275,0.031061,0.023714,0.02617,0.025813,0.019273,0.024456,0.031061,0.031061,0.031061,0.031061,0.002647,0.031061,0.031061,0.031061,0.031061,0.031061,0.030224,0.031061,0.031061,0.031061,0.031061,0.031061,0.031061,0.031061,0.031061,0.031061,0.031061,0.031061,0.031061,0.031061,0.031061,0.031061,0.031061,0.031061,0.18358,0.00541,0.031061,0.031061,0.023,0.25577,0.031061,0.031061,0.031061,0.000175,0.031061,0.000175,0.031061,0.005645,0.031061,0.031061,0.002054,0.027186,0.029264,0.028847,0.029269,0.000163,0.026308,0.031061,0.02255,0.028573,0.02887,0.027382,0.029483,0.031061,0.031061,0.031061,0.031061,0.000175,0.000175,0.027795,0.030673,0.031061,0.030841,0.000175,0.031061,0.031061,0.031061,0.031061,0.421387,0.421387,0.031061,0.031061,0.031061,0.031061,0.031061,0.031061,0.031061,0.031061,0.031061,0.000175,0.029564,0.031061,0.031061,0.031061,0.031061,0.000175,0.031061,0.031061,0.031061,0.031061,0.031061,0.031034,0.031061,0.031061,0.031061,0.031061,0.000175,0.002054,0.000175,0.031061,0.031061,0.031061,0.027006,0.028315,0.031061,0.031061,0.421387,0.00011
