,Acciona AW77 1500,Alstom Eco 74,Alstom Eco 80,Alstom Eco 110,Bonus B23 150,Bonus B33 300,Bonus B37 450,Bonus B41 500,Bonus B44 600,Bonus B54 1000,Bonus B62 1300,Bonus B82 2300,Dewind D4 41 500,Dewind D6 1000,Enercon E40 500,Enercon E40 600,Enercon E44 900,Enercon E48 800,Enercon E53 800,Enercon E66 1500,Enercon E66 1800,Enercon E66 2000,Enercon E70 2000,Enercon E70 2300,Enercon E82 1800,Enercon E82 2000,Enercon E82 2300,Enercon E82 3000,Enercon E92 2300,Enercon E92 2350,Enercon E101 3000,Enercon E112 4500,Enercon E126 6500,Enercon E126 7000,Enercon E126 7500,EWT DirectWind 52 900,Gamesa G47 660,Gamesa G52 850,Gamesa G58 850,Gamesa G80 2000,Gamesa G87 2000,Gamesa G90 2000,Gamesa G128 4500,GE 900S,GE 1.5s,GE 1.5se,GE 1.5sl,GE 1.5sle,GE 1.5xle,GE 1.6,GE 1.7,GE 2.5xl,GE 2.75 103,Goldwind GW82 1500,NEG Micon M1500 500,NEG Micon M1500 750,NEG Micon NM48 750,NEG Micon NM52 900,NEG Micon NM60 1000,NEG Micon NM64c 1500,NEG Micon NM80 2750,Nordex N27 150,Nordex N29 250,Nordex N43 600,Nordex N50 800,Nordex N60 1300,Nordex N80 2500,Nordex N90 2300,Nordex N90 2500,Nordex N100 2500,Nordex N131 3000,Nordex N131 3300,Nordtank NTK500,Nordtank NTK600,PowerWind 56 900,REpower MD70 1500,REPower MD77 1500,REpower MM70 2000,REpower MM82 2000,REpower MM92 2000,REpower 3.4M,REpower 5M,REpower 6M,Siemens SWT 1.3 62,Siemens SWT 2.3 82,Siemens SWT 2.3 93,Siemens SWT 2.3 101,Siemens SWT 3.0 101,Siemens SWT 3.6 107,Siemens SWT 3.6 120,Siemens SWT 4.0 130,Suzlon S88 2100,Suzlon S97 2100,Tacke TW600 43,Vestas V27 225,Vestas V29 225,Vestas V39 500,Vestas V42 600,Vestas V44 600,Vestas V47 660,Vestas V52 850,Vestas V66 1650,Vestas V66 1750,Vestas V66 2000,Vestas V80 1800,Vestas V80 2000,Vestas V90 1800,Vestas V90 2000,Vestas V90 3000,Vestas V100 1800,Vestas V100 2000,Vestas V110 2000,Vestas V112 3000,Vestas V112 3300,Vestas V164 7000,Wind World W3700,Wind World W4200,Windmaster WM28 300,Windmaster WM43 750,Windflow 500,XANT M21 100
3.21,0.01887,0.018017,0.015868,0.025722,0.013139,0.032241,0.008092,0.004795,0.015176,0.016176,0.013355,0.015261,0.015375,0.024574,0.024412,0.017128,0.014316,0.027521,0.032283,0.013533,0.016691,0.015022,0.019202,0.01704,0.030801,0.027044,0.023592,0.018357,0.028243,0.023592,0.026542,0.020306,0.018106,0.016813,0.015526,0.022192,0.011062,0.018109,0.026307,0.019666,0.021482,0.028459,0.028753,0.014235,0.013887,0.009915,0.017994,0.02065,0.026235,0.025612,0.038616,0.022505,0.024745,0.038559,0.017905,0.007936,0.016868,0.018541,0.021189,0.013205,0.007735,0.026466,0.026168,0.017332,0.015338,0.01223,0.015658,0.014645,0.018129,0.026919,0.041534,0.038231,0.005106,0.004471,0.022463,0.012346,0.019451,0.008671,0.019485,0.02951,0.018076,0.0169,0.01194,0.016465,0.013289,0.024359,0.033787,0.029138,0.020742,0.02789,0.02662,0.011166,0.021832,0.019968,0.016528,0.020992,0.007253,0.005991,0.007879,0.011674,0.019183,0.009115,0.012649,0.011102,0.008835,0.018257,0.026714,0.024099,0.014607,0.03371,0.035778,0.047397,0.026136,0.02595,0.0128,0.005058,0.004584,0.002685,0.003455,0.000401,0.036612
3.22,0.019162,0.018261,0.016082,0.026042,0.013359,0.032577,0.008258,0.004906,0.01539,0.016401,0.013541,0.015474,0.015532,0.024837,0.024673,0.017354,0.014467,0.027781,0.032589,0.01372,0.016888,0.015199,0.019403,0.017219,0.031115,0.027321,0.023833,0.018545,0.028532,0.023833,0.026817,0.020525,0.018312,0.017004,0.015703,0.022441,0.011276,0.018369,0.026607,0.019921,0.021789,0.028783,0.02906,0.014461,0.014093,0.010094,0.018246,0.020934,0.02658,0.025969,0.039155,0.0228,0.025043,0.038957,0.018149,0.008075,0.017098,0.018787,0.021453,0.013399,0.007871,0.026807,0.026449,0.01756,0.015555,0.012408,0.015868,0.014883,0.0184,0.027257,0.04202,0.038677,0.005213,0.004573,0.02273,0.012543,0.019725,0.008818,0.019748,0.029847,0.018321,0.017129,0.012121,0.016692,0.013484,0.024667,0.034168,0.02942,0.021004,0.028244,0.026971,0.011372,0.022157,0.020207,0.016771,0.021288,0.007401,0.006116,0.008039,0.011884,0.019444,0.009269,0.012825,0.011256,0.009014,0.018519,0.027095,0.024443,0.014819,0.034139,0.036204,0.047923,0.026468,0.026253,0.013006,0.005164,0.004686,0.002752,0.003539,0.000415,0.036977
3.23,0.019457,0.018507,0.016297,0.026363,0.013582,0.032915,0.008425,0.005018,0.015605,0.016628,0.013728,0.015687,0.015691,0.025101,0.024936,0.017581,0.014619,0.028041,0.032896,0.013908,0.017085,0.015376,0.019604,0.017397,0.031431,0.027598,0.024075,0.018733,0.028822,0.024075,0.027093,0.020745,0.01852,0.017197,0.015881,0.02269,0.011493,0.018631,0.026909,0.020178,0.022098,0.029109,0.029368,0.014688,0.014301,0.010274,0.018499,0.021219,0.026927,0.026327,0.039696,0.023096,0.025343,0.039355,0.018394,0.008215,0.01733,0.019033,0.021719,0.013594,0.008009,0.027149,0.026731,0.01779,0.015773,0.012586,0.01608,0.015122,0.018672,0.027597,0.042509,0.039125,0.005321,0.004676,0.022998,0.012741,0.02,0.008965,0.020011,0.030185,0.018567,0.017358,0.012302,0.016921,0.01368,0.024976,0.034549,0.029704,0.021267,0.0286,0.027324,0.011581,0.022484,0.020447,0.017016,0.021585,0.007549,0.006244,0.008201,0.012095,0.019705,0.009424,0.013001,0.011411,0.009194,0.018782,0.027478,0.024788,0.015032,0.03457,0.036632,0.048451,0.026802,0.026558,0.013213,0.005272,0.004788,0.002819,0.003624,0.000429,0.037343
3.24,0.019755,0.018755,0.016515,0.026687,0.013807,0.033255,0.008595,0.005133,0.015823,0.016858,0.013917,0.015903,0.015851,0.025368,0.025201,0.01781,0.014772,0.028304,0.033206,0.014098,0.017284,0.015555,0.019808,0.017578,0.03175,0.027878,0.024319,0.018923,0.029114,0.024319,0.027371,0.020968,0.018729,0.017391,0.01606,0.022943,0.011712,0.018896,0.027213,0.020436,0.022409,0.029437,0.029679,0.014918,0.014511,0.010457,0.018756,0.021508,0.027277,0.02669,0.040244,0.023395,0.025646,0.039757,0.018642,0.008356,0.017564,0.019282,0.021988,0.013791,0.008148,0.027495,0.027015,0.018021,0.015993,0.012767,0.016294,0.015365,0.018947,0.027941,0.043002,0.039577,0.005431,0.004782,0.023269,0.012942,0.020278,0.009115,0.020278,0.030526,0.018816,0.01759,0.012485,0.017152,0.013878,0.025287,0.034935,0.02999,0.021532,0.02896,0.027681,0.011792,0.022815,0.02069,0.017263,0.021886,0.007701,0.006373,0.008365,0.01231,0.01997,0.009582,0.01318,0.011567,0.009378,0.019048,0.027865,0.025137,0.015247,0.035005,0.037064,0.048984,0.027139,0.026866,0.013423,0.005382,0.004893,0.002888,0.003712,0.000445,0.037712
3.25,0.019799,0.018787,0.016544,0.026727,0.013844,0.033288,0.008628,0.005159,0.015853,0.016889,0.013943,0.015932,0.015873,0.025398,0.025228,0.01784,0.01479,0.028331,0.033237,0.014124,0.017307,0.015576,0.019831,0.017598,0.031784,0.027907,0.024345,0.018943,0.029145,0.024345,0.027401,0.020992,0.018753,0.017413,0.016081,0.022971,0.011752,0.018932,0.027249,0.020468,0.022451,0.029474,0.029711,0.014954,0.014542,0.010489,0.018792,0.021547,0.027322,0.026739,0.040318,0.023432,0.025682,0.039796,0.018674,0.00838,0.017594,0.019313,0.02202,0.013819,0.008172,0.027536,0.027042,0.01805,0.016021,0.012791,0.016322,0.015404,0.018986,0.027982,0.043058,0.039628,0.005453,0.004805,0.0233,0.012973,0.020316,0.00914,0.020313,0.030565,0.018849,0.017621,0.012512,0.017183,0.013907,0.025324,0.034978,0.030018,0.021564,0.029003,0.027725,0.01183,0.022863,0.020717,0.017299,0.021927,0.00773,0.006399,0.008397,0.012346,0.020004,0.009608,0.013204,0.011589,0.009413,0.019083,0.027916,0.025183,0.015277,0.03506,0.037113,0.04904,0.02718,0.0269,0.013456,0.005404,0.004915,0.002904,0.003732,0.000449,0.037747
3.26,0.0201,0.019037,0.016763,0.027053,0.014071,0.033629,0.008801,0.005275,0.016072,0.01712,0.014133,0.016149,0.016035,0.025667,0.025494,0.018071,0.014944,0.028594,0.033548,0.014316,0.017507,0.015756,0.020035,0.01778,0.032104,0.028188,0.02459,0.019134,0.029439,0.02459,0.027681,0.021215,0.018963,0.017608,0.016261,0.023224,0.011974,0.019198,0.027555,0.020728,0.022764,0.029804,0.030023,0.015186,0.014754,0.010674,0.01905,0.021837,0.027674,0.027104,0.040869,0.023733,0.025987,0.040199,0.018924,0.008523,0.01783,0.019563,0.022289,0.014017,0.008312,0.027883,0.027327,0.018282,0.016242,0.012973,0.016537,0.015648,0.019263,0.028328,0.043553,0.040083,0.005565,0.004912,0.023572,0.013175,0.020596,0.009291,0.020581,0.030908,0.0191,0.017854,0.012697,0.017416,0.014107,0.025637,0.035366,0.030304,0.021831,0.029364,0.028083,0.012044,0.023196,0.020961,0.017548,0.02223,0.007883,0.006531,0.008563,0.012563,0.02027,0.009767,0.013384,0.011746,0.009599,0.019351,0.028306,0.025534,0.015493,0.035498,0.037547,0.049575,0.027519,0.027209,0.013668,0.005515,0.005021,0.002974,0.00382,0.000465,0.038117
3.27,0.020403,0.019289,0.016984,0.027382,0.014302,0.033973,0.008976,0.005395,0.016293,0.017353,0.014326,0.016369,0.016199,0.025938,0.025762,0.018305,0.015099,0.028861,0.033861,0.01451,0.017709,0.015938,0.020242,0.017963,0.032427,0.028472,0.024837,0.019327,0.029735,0.024837,0.027964,0.021441,0.019175,0.017806,0.016443,0.02348,0.0122,0.019468,0.027864,0.020991,0.023081,0.030137,0.030338,0.015421,0.014969,0.010862,0.019312,0.022131,0.02803,0.027473,0.041427,0.024037,0.026294,0.040605,0.019175,0.008669,0.018067,0.019816,0.022562,0.014218,0.008455,0.028234,0.027614,0.018517,0.016466,0.013157,0.016755,0.015896,0.019544,0.028676,0.044053,0.040541,0.005679,0.005022,0.023847,0.01338,0.02088,0.009444,0.020852,0.031254,0.019353,0.01809,0.012884,0.017651,0.014309,0.025953,0.035757,0.030594,0.0221,0.029728,0.028445,0.012261,0.023534,0.021206,0.017801,0.022536,0.008039,0.006664,0.008733,0.012783,0.020539,0.009928,0.013566,0.011906,0.009789,0.019621,0.028699,0.025889,0.015712,0.03594,0.037984,0.050115,0.027862,0.027521,0.013883,0.005628,0.00513,0.003046,0.003911,0.000481,0.03849
3.28,0.02071,0.019543,0.017207,0.027714,0.014534,0.034319,0.009154,0.005516,0.016516,0.017589,0.01452,0.01659,0.016365,0.026211,0.026031,0.018541,0.015256,0.029129,0.034177,0.014705,0.017913,0.016121,0.02045,0.018148,0.032752,0.028758,0.025086,0.019521,0.030033,0.025086,0.028248,0.021668,0.019389,0.018004,0.016627,0.023737,0.012428,0.019739,0.028176,0.021256,0.0234,0.030473,0.030655,0.015659,0.015185,0.011052,0.019576,0.022427,0.028389,0.027845,0.041988,0.024343,0.026604,0.041014,0.019429,0.008816,0.018307,0.020071,0.022836,0.01442,0.008599,0.028587,0.027902,0.018754,0.016691,0.013342,0.016974,0.016147,0.019826,0.029027,0.044556,0.041003,0.005794,0.005134,0.024124,0.013587,0.021165,0.009599,0.021125,0.031603,0.019608,0.018328,0.013073,0.017888,0.014513,0.026271,0.03615,0.030885,0.022372,0.030095,0.02881,0.012481,0.023874,0.021453,0.018055,0.022844,0.008197,0.0068,0.008904,0.013005,0.020809,0.010091,0.013749,0.012067,0.009981,0.019893,0.029095,0.026246,0.015933,0.036386,0.038425,0.050658,0.028207,0.027835,0.0141,0.005743,0.00524,0.00312,0.004004,0.000498,0.038865
3.29,0.02102,0.019799,0.017432,0.028048,0.01477,0.034667,0.009334,0.00564,0.016742,0.017826,0.014716,0.016814,0.016533,0.026486,0.026303,0.018778,0.015414,0.029398,0.034494,0.014902,0.018118,0.016306,0.020659,0.018334,0.033079,0.029045,0.025337,0.019716,0.030333,0.025337,0.028534,0.021896,0.019605,0.018204,0.016811,0.023996,0.012659,0.020013,0.028489,0.021522,0.023721,0.03081,0.030974,0.015899,0.015404,0.011245,0.019842,0.022725,0.028751,0.02822,0.042555,0.024651,0.026916,0.041425,0.019685,0.008964,0.018549,0.020327,0.023112,0.014624,0.008745,0.028942,0.028192,0.018992,0.016917,0.013528,0.017195,0.0164,0.020112,0.029381,0.045062,0.041468,0.005911,0.005247,0.024402,0.013797,0.021453,0.009756,0.021401,0.031954,0.019866,0.018568,0.013264,0.018127,0.014719,0.026591,0.036547,0.031178,0.022645,0.030465,0.029177,0.012703,0.024218,0.021702,0.018312,0.023155,0.008357,0.006938,0.009078,0.01323,0.021082,0.010255,0.013934,0.012229,0.010175,0.020168,0.029494,0.026606,0.016156,0.036836,0.038868,0.051204,0.028554,0.028151,0.014319,0.00586,0.005352,0.003194,0.004098,0.000515,0.039243
3.3,0.021332,0.020057,0.017659,0.028384,0.015008,0.035016,0.009517,0.005765,0.016969,0.018066,0.014914,0.017039,0.016702,0.026763,0.026575,0.019017,0.015573,0.02967,0.034814,0.015101,0.018324,0.016492,0.02087,0.018521,0.033409,0.029334,0.025589,0.019912,0.030635,0.025589,0.028822,0.022126,0.019821,0.018405,0.016997,0.024257,0.012893,0.020289,0.028805,0.02179,0.024045,0.03115,0.031294,0.016142,0.015624,0.011439,0.02011,0.023026,0.029115,0.028598,0.043126,0.024962,0.02723,0.041838,0.019943,0.009114,0.018792,0.020585,0.02339,0.01483,0.008893,0.029299,0.028483,0.019232,0.017146,0.013716,0.017418,0.016656,0.020399,0.029737,0.045572,0.041935,0.00603,0.005362,0.024683,0.014008,0.021743,0.009914,0.021678,0.032307,0.020125,0.01881,0.013456,0.018369,0.014927,0.026914,0.036946,0.031472,0.02292,0.030837,0.029547,0.012929,0.024564,0.021952,0.018571,0.023469,0.00852,0.007078,0.009254,0.013457,0.021357,0.010422,0.01412,0.012392,0.010372,0.020444,0.029896,0.026969,0.01638,0.037288,0.039315,0.051753,0.028904,0.028469,0.01454,0.005978,0.005466,0.00327,0.004194,0.000532,0.039622
3.31,0.021646,0.020316,0.017887,0.028723,0.015248,0.035368,0.009702,0.005892,0.017197,0.018307,0.015112,0.017265,0.016873,0.027041,0.02685,0.019258,0.015733,0.029942,0.035135,0.015301,0.018532,0.016678,0.021082,0.018709,0.03374,0.029625,0.025843,0.020109,0.030939,0.025843,0.029112,0.022357,0.020039,0.018608,0.017184,0.024519,0.013129,0.020566,0.029123,0.02206,0.024371,0.031492,0.031616,0.016386,0.015847,0.011636,0.020381,0.023329,0.029481,0.028979,0.0437,0.025274,0.027546,0.042254,0.020202,0.009266,0.019037,0.020845,0.023669,0.015037,0.009042,0.029659,0.028775,0.019473,0.017375,0.013906,0.017642,0.016914,0.020689,0.030095,0.046085,0.042405,0.00615,0.005479,0.024965,0.014221,0.022036,0.010074,0.021958,0.032662,0.020386,0.019053,0.01365,0.018611,0.015136,0.027238,0.037347,0.031768,0.023196,0.031211,0.029919,0.013156,0.024913,0.022204,0.018832,0.023785,0.008684,0.007219,0.009433,0.013687,0.021634,0.010589,0.014307,0.012556,0.010572,0.020722,0.030301,0.027334,0.016606,0.037743,0.039763,0.052306,0.029256,0.028789,0.014763,0.006098,0.005581,0.003347,0.004291,0.00055,0.040003
3.32,0.021964,0.020578,0.018118,0.029064,0.01549,0.035721,0.00989,0.006022,0.017428,0.01855,0.015313,0.017494,0.017046,0.027322,0.027126,0.019501,0.015895,0.030217,0.035458,0.015504,0.018741,0.016867,0.021296,0.018899,0.034073,0.029918,0.026099,0.020308,0.031245,0.026099,0.029404,0.02259,0.020259,0.018812,0.017372,0.024784,0.013368,0.020846,0.029443,0.022332,0.0247,0.031836,0.031941,0.016634,0.016071,0.011835,0.020654,0.023635,0.029851,0.029363,0.044281,0.025589,0.027865,0.042672,0.020463,0.009419,0.019284,0.021107,0.023951,0.015246,0.009192,0.030021,0.029069,0.019717,0.017607,0.014097,0.017869,0.017175,0.020981,0.030456,0.046601,0.042879,0.006273,0.005598,0.025249,0.014436,0.022331,0.010236,0.02224,0.033021,0.02065,0.019298,0.013846,0.018856,0.015347,0.027565,0.037751,0.032066,0.023475,0.031588,0.030294,0.013386,0.025266,0.022458,0.019096,0.024103,0.008851,0.007363,0.009614,0.013919,0.021913,0.010759,0.014497,0.012722,0.010774,0.021003,0.030709,0.027702,0.016834,0.038203,0.040216,0.052862,0.029611,0.029111,0.014988,0.00622,0.005698,0.003426,0.00439,0.000569,0.040386
3.33,0.022285,0.020842,0.01835,0.029408,0.015736,0.036077,0.01008,0.006153,0.01766,0.018795,0.015516,0.017725,0.01722,0.027605,0.027403,0.019746,0.016057,0.030493,0.035783,0.015707,0.018951,0.017056,0.021511,0.01909,0.034409,0.030213,0.026356,0.020508,0.031553,0.026356,0.029697,0.022825,0.02048,0.019017,0.017562,0.02505,0.013611,0.021128,0.029766,0.022606,0.025031,0.032183,0.032267,0.016884,0.016298,0.012037,0.02093,0.023943,0.030223,0.02975,0.044865,0.025907,0.028185,0.043092,0.020726,0.009574,0.019533,0.021371,0.024234,0.015456,0.009345,0.030386,0.029364,0.019961,0.01784,0.014289,0.018097,0.017438,0.021276,0.03082,0.047121,0.043356,0.006396,0.005718,0.025536,0.014654,0.022628,0.010399,0.022524,0.033381,0.020915,0.019545,0.014043,0.019103,0.015561,0.027893,0.038158,0.032365,0.023755,0.031968,0.030672,0.01362,0.025621,0.022713,0.019362,0.024424,0.00902,0.007509,0.009797,0.014154,0.022194,0.010931,0.014687,0.01289,0.010979,0.021286,0.03112,0.028073,0.017064,0.038665,0.040671,0.053421,0.029968,0.029436,0.015216,0.006343,0.005817,0.003506,0.004491,0.000588,0.040771
3.34,0.022607,0.021107,0.018584,0.029753,0.015983,0.036433,0.010272,0.006286,0.017894,0.019041,0.015719,0.017957,0.017396,0.027889,0.027682,0.019993,0.016221,0.03077,0.036109,0.015912,0.019163,0.017246,0.021727,0.019282,0.034746,0.030509,0.026614,0.020709,0.031862,0.026614,0.029992,0.02306,0.020702,0.019223,0.017753,0.025317,0.013855,0.021412,0.03009,0.022881,0.025364,0.032531,0.032595,0.017135,0.016526,0.01224,0.021207,0.024253,0.030598,0.030139,0.045453,0.026226,0.028508,0.043513,0.020991,0.009731,0.019783,0.021636,0.024519,0.015668,0.009498,0.030752,0.02966,0.020207,0.018074,0.014483,0.018326,0.017703,0.021572,0.031185,0.047643,0.043834,0.006521,0.00584,0.025823,0.014873,0.022927,0.010563,0.022809,0.033743,0.021182,0.019794,0.014242,0.019351,0.015775,0.028223,0.038567,0.032666,0.024037,0.032349,0.031051,0.013855,0.025979,0.022969,0.01963,0.024747,0.00919,0.007656,0.009982,0.014391,0.022477,0.011104,0.014879,0.013058,0.011186,0.02157,0.031533,0.028446,0.017295,0.03913,0.041127,0.053982,0.030328,0.029762,0.015445,0.006468,0.005937,0.003587,0.004593,0.000607,0.041158
3.35,0.022933,0.021375,0.01882,0.030102,0.016233,0.036792,0.010467,0.006422,0.01813,0.019291,0.015925,0.018191,0.017574,0.028176,0.027963,0.020242,0.016386,0.031049,0.036438,0.01612,0.019376,0.017438,0.021946,0.019475,0.035086,0.030807,0.026874,0.020912,0.032173,0.026874,0.03029,0.023298,0.020927,0.019432,0.017945,0.025586,0.014102,0.021698,0.030417,0.023159,0.0257,0.032882,0.032925,0.01739,0.016757,0.012446,0.021487,0.024566,0.030976,0.030532,0.046047,0.026548,0.028833,0.043938,0.021258,0.009889,0.020036,0.021903,0.024806,0.015882,0.009654,0.031121,0.029958,0.020455,0.01831,0.014678,0.018557,0.017972,0.021871,0.031554,0.04817,0.044317,0.006649,0.005965,0.026114,0.015094,0.023229,0.01073,0.023097,0.034108,0.021451,0.020045,0.014443,0.019602,0.015992,0.028556,0.038979,0.032969,0.024321,0.032734,0.031434,0.014093,0.026341,0.023227,0.0199,0.025073,0.009364,0.007805,0.01017,0.014632,0.022763,0.011279,0.015073,0.013228,0.011397,0.021857,0.03195,0.028822,0.017528,0.039599,0.041588,0.054548,0.03069,0.03009,0.015678,0.006595,0.006059,0.00367,0.004697,0.000627,0.041547
3.36,0.023262,0.021644,0.019058,0.030453,0.016486,0.037153,0.010664,0.006561,0.018369,0.019542,0.016133,0.018427,0.017753,0.028465,0.028245,0.020493,0.016552,0.031331,0.036769,0.016329,0.019591,0.017632,0.022165,0.01967,0.035428,0.031107,0.027136,0.021116,0.032487,0.027136,0.030589,0.023537,0.021152,0.019641,0.018138,0.025857,0.014353,0.021987,0.030747,0.023439,0.026039,0.033236,0.033258,0.017647,0.01699,0.012654,0.02177,0.024882,0.031356,0.030928,0.046645,0.026872,0.02916,0.044365,0.021527,0.01005,0.02029,0.022173,0.025095,0.016098,0.009812,0.031493,0.030257,0.020705,0.018548,0.014875,0.01879,0.018243,0.022173,0.031925,0.0487,0.044803,0.006778,0.006092,0.026406,0.015318,0.023533,0.010898,0.023388,0.034476,0.021723,0.020298,0.014646,0.019855,0.016211,0.028891,0.039394,0.033274,0.024607,0.033121,0.03182,0.014334,0.026706,0.023487,0.020173,0.025402,0.009539,0.007957,0.010361,0.014874,0.02305,0.011456,0.015268,0.013399,0.01161,0.022146,0.03237,0.029201,0.017763,0.040072,0.042052,0.055118,0.031055,0.030421,0.015912,0.006723,0.006184,0.003754,0.004803,0.000648,0.041939
3.37,0.023881,0.022156,0.019508,0.031121,0.016959,0.037847,0.01103,0.006814,0.018819,0.020017,0.016525,0.018874,0.018093,0.029017,0.028786,0.020968,0.016869,0.03187,0.037405,0.016724,0.020001,0.018001,0.022585,0.020043,0.036083,0.031682,0.027638,0.021506,0.033088,0.027638,0.031162,0.023994,0.021583,0.020041,0.018508,0.026375,0.014819,0.022533,0.031375,0.023971,0.026681,0.033911,0.033894,0.018131,0.017428,0.013043,0.022305,0.02548,0.032079,0.031678,0.047779,0.027488,0.029784,0.045186,0.022038,0.010349,0.020773,0.022685,0.025646,0.016506,0.010106,0.032201,0.030833,0.02118,0.019,0.015248,0.019232,0.018752,0.022744,0.032632,0.049712,0.045731,0.007016,0.006324,0.026963,0.015738,0.02411,0.011213,0.023939,0.035178,0.022238,0.020777,0.015028,0.020333,0.016624,0.02953,0.040187,0.033859,0.025152,0.033858,0.032553,0.014784,0.027394,0.023984,0.020688,0.026024,0.009864,0.008238,0.010714,0.015328,0.023596,0.011787,0.015638,0.013723,0.012004,0.022694,0.033167,0.029919,0.018207,0.04097,0.042937,0.056208,0.03175,0.031052,0.016352,0.006961,0.006412,0.003908,0.004996,0.000684,0.042692
3.38,0.023927,0.02219,0.019539,0.031162,0.016998,0.037882,0.011067,0.006843,0.018851,0.020049,0.016553,0.018905,0.018118,0.02905,0.028815,0.021,0.016888,0.031898,0.037438,0.016752,0.020025,0.018023,0.022609,0.020064,0.036119,0.031714,0.027665,0.021527,0.033121,0.027665,0.031194,0.02402,0.021608,0.020065,0.018529,0.026405,0.014863,0.02257,0.031412,0.024004,0.026724,0.03395,0.033928,0.01817,0.017462,0.013078,0.022344,0.025521,0.032126,0.031729,0.047856,0.027528,0.029822,0.045227,0.022071,0.010375,0.020805,0.022717,0.025679,0.016534,0.010132,0.032244,0.03086,0.02121,0.019029,0.015274,0.019262,0.018793,0.022784,0.032676,0.04977,0.045784,0.007041,0.006351,0.026997,0.015772,0.02415,0.01124,0.023976,0.035218,0.022272,0.020809,0.015057,0.020366,0.016655,0.029568,0.040232,0.033888,0.025185,0.033902,0.0326,0.014825,0.027444,0.024012,0.020726,0.026067,0.009897,0.008267,0.010749,0.015368,0.023632,0.011816,0.015663,0.013746,0.012044,0.02273,0.03322,0.029967,0.018238,0.041028,0.042988,0.056267,0.031794,0.031089,0.016387,0.006986,0.006438,0.003927,0.00502,0.000691,0.042728
3.39,0.024264,0.022465,0.019782,0.03152,0.017258,0.038248,0.011272,0.006988,0.019094,0.020306,0.016765,0.019147,0.018303,0.029345,0.029101,0.021257,0.017058,0.032184,0.037774,0.016965,0.020244,0.01822,0.022833,0.020263,0.036467,0.03202,0.027932,0.021735,0.03344,0.027932,0.031499,0.024263,0.021838,0.020278,0.018727,0.026681,0.015121,0.022865,0.031748,0.024289,0.027069,0.03431,0.034266,0.018434,0.0177,0.013294,0.022633,0.025844,0.032515,0.032134,0.048468,0.027859,0.030156,0.045661,0.022346,0.01054,0.021065,0.022992,0.025973,0.016755,0.010294,0.032622,0.031163,0.021464,0.019272,0.015475,0.0195,0.019071,0.023093,0.033054,0.05031,0.046278,0.007175,0.006483,0.027295,0.016001,0.024461,0.011413,0.024272,0.035592,0.022549,0.021067,0.015265,0.020624,0.016879,0.029909,0.040655,0.034198,0.025476,0.034296,0.032993,0.015074,0.027818,0.024277,0.021006,0.026403,0.010079,0.008425,0.010947,0.015618,0.023925,0.011998,0.015863,0.01392,0.012265,0.023025,0.033648,0.030353,0.018478,0.04151,0.04346,0.056845,0.032166,0.031426,0.016628,0.007119,0.006567,0.004016,0.005131,0.000713,0.043125
3.4,0.024604,0.022743,0.020027,0.03188,0.017521,0.038617,0.01148,0.007135,0.01934,0.020565,0.016979,0.019391,0.01849,0.029642,0.02939,0.021515,0.017229,0.032472,0.038113,0.017181,0.020465,0.018418,0.023059,0.020463,0.036818,0.032328,0.028201,0.021944,0.033762,0.028201,0.031806,0.024509,0.02207,0.020494,0.018925,0.026959,0.015383,0.023162,0.032087,0.024576,0.027417,0.034673,0.034607,0.018702,0.017942,0.013511,0.022926,0.026169,0.032907,0.032542,0.049085,0.028192,0.030493,0.046097,0.022622,0.010707,0.021327,0.023268,0.02627,0.016977,0.010458,0.033003,0.031468,0.021721,0.019516,0.015678,0.01974,0.019353,0.023405,0.033436,0.050853,0.046777,0.007311,0.006617,0.027595,0.016233,0.024775,0.011588,0.024572,0.03597,0.022829,0.021328,0.015475,0.020885,0.017106,0.030252,0.041081,0.03451,0.025769,0.034693,0.033389,0.015326,0.028195,0.024543,0.021288,0.026742,0.010264,0.008585,0.011147,0.015871,0.024221,0.012182,0.016064,0.014097,0.01249,0.023323,0.03408,0.030743,0.01872,0.041996,0.043935,0.057428,0.032541,0.031765,0.016871,0.007255,0.006699,0.004106,0.005244,0.000736,0.043525
